Index,problem,answer,gemini-1.5,yi-lightning,glm-4-plus,doubao-pro
3864,At what age was former president P.W. Botha elected head of the National Party Youth?,30,0,0,0,0
3865,"How many people were involved in making the largest human DNA helix, achieved by the Medical University of Varna (Bulgaria) in Varna, Bulgaria, on April 23, 2016?","4,000",0,0,0,0
3866,"Cornelia Parker curated the ""Black and White Room"" for which exhibition?",Royal Academy Summer Exhibition,0,0,1,0
3867,What were the year and month when the theme song of the anime Ponyo was released?,December 2007.,0,0,0,0
3868,"In feet, what is the max depth of Dal Lake located in Srinagar?",20 feet.,0,1,1,0
3869,Who developed Japan’s first arc lamp?,Ichisuke Fujioka,0,0,0,0
3870,What year were the Burlington Sock Puppets founded?,2021,0,0,0,0
3871,"During the Essence Festival in 2013, what public announcement did SWV make?",reality series,0,0,0,1
3872,"What year was the municipality of Valparaíso, Antioquia, Colombia, founded?",1860,0,0,0,0
3873,"In what year did Henry Petty, 1st Earl of Shelburne, succeed his elder brother to the family estates?",1696,0,0,0,0
3874,Who is the credited producer for the Silent Hill 2 Original Soundtrack released in 2001?,Takaharu Ikeda,0,0,0,0
3875,"Which lake is also known as the ""Jewel in the Ring"" in Kashmir, India?",The Nigeen lake,0,1,0,0
3876,In which year did Clive Derby-Lewis become town councilor for Bedfordview?,1972,0,0,0,0
3877,What is the complete name of the oldest Hindu temple in the Umerkot District?,Umarkot Shiv Mandir,0,1,0,0
3878,In what city did the mathematician Iossif Ostrovskii pass away?,Ankara,0,0,0,0
3879,Which parochial school did Harry Belafonte attend?,St. Charles Borromeo,0,1,0,0
3880,Which university was Simon Donaldson affiliated with when he received the Fields Medal?,University of Oxford,1,1,0,0
3881,"When was Gavi shown a yellow card in the La Liga match between Valencia CF and FC Barcelona that happened on October 29, 2022?",89 minutes,0,0,0,0
3882,"What was the name of the first principal of Tyndale Biscoe School in Srinagar, Kashmir?",Reverend J.H.Knowles,0,0,0,0
3883,What is the forest cover area of West Bengal in square kilometers according to the India State of Forest Report 2019?,"16,901.51",0,0,0,0
3884,What is Step Nineteen of the funeral process called in Shinto tradition?,Kotsuage,1,0,1,0
3885,"On what day, month, and year did the YouTube channel Marques Brownlee reach 10 million subscribers?",18-Dec-19,0,0,1,0
3886,"In the 2020 case of Arthur J. Lomax v. Christina Ortiz-Marquez, in which state was Arthur Lomax a prison inmate at the time of the case?",Colorado,0,0,0,0
3887,How many years was the Game Boy produced?,14 years,1,1,0,1
3888,What was the first and last name of the curator who was publicly criticized in 1906 by the director of the Albright Art Gallery in Buffalo for his cleaning of a Rubens painting?,Roger Fry.,0,0,0,0
3889,What is a bridge called in the Kashmiri language?,Kadal,0,0,0,0
3890,What is the total area in acres of Bobbili Fort?,10 acres ,0,1,0,0
3891,How many bronze medals did Sweden win at the 1956 Summer Olympics?,6,0,0,0,1
3892,"On what day, month, and year was the radio station of Westwood, Kentucky, assigned the WWQB call letters by the Federal Communications Commission for the first time?","March 28, 2011.",0,0,0,0
3893,Who won the Eddington Medal in 1962?,André Lallemand,0,0,0,0
3894,"At which college of the University of Oxford did the Indian judge and former Chief Justice of Allahabad and Sikkim High Court, Ajoy Nath Ray, study for his B.A.?",Oriel,0,0,0,0
3895,"What is the full form of MOCTCA in Nepal, and in which year was it established?","Ministry of Culture, Tourism and Civil Aviation, formed in 1978",1,0,0,1
3896,What is the first name and last name of the person who received the ADA Kelly West Award for Outstanding Achievement in Epidemiology in recognition of her significant contributions to the field of diabetes epidemiology in June 2018?,Catherine C. Cowie,0,0,1,0
3897,How many inductees did the American Classical Hall of Fame have in 2006?,One.,0,0,1,0
3898,In what month and year did Spencer Perceval leave office as the Chancellor of the Exchequer?,May 1812,1,0,0,0
3899,"Which Victoria and Albert Museum director called it ""an extremely capacious handbag""?",Sir Roy Strong,1,1,0,0
3900,In what year was Ben Bogard ordained as a Baptist minister?,1887,0,0,0,0
3901,What are the name of the town and province in the Netherlands where Frans Gunningh Sloet died?," Edam, North Holland",0,0,0,0
3902,"What was the name of the cannibal in the Whistleblower DLC of the 2013 video game ""Outlast""?",Frank Manera,0,0,0,0
3903,What year did the International School of Athens get renamed from TASIS?,2004,0,0,0,0
3904,"What outreach program did Steven Furtick create in 2012 to mentor 1,000 students in area schools?",M1 Initiative,0,0,0,0
3905,Sir Isaac Julien's installation piece 'Lost Boundaries' is from which year?,2003,0,1,0,0
3906,"Name the high school in Damoh, India, where Sayed Haider Raza LH (an Indian painter) completed his high school education.",Government High School,0,1,0,0
3907,Which scientist was the recipient of the John Tuzo Wilson Medal in 2011?,Fred Cook,0,0,1,0
3908,"What day, month, and year was Eyþór Ingólfsson Melsteð born?",16-Feb-94,0,0,0,0
3909,What is the name of the second album the singer Milet released?,Visions,0,1,0,1
3910,What is the name of the town in England where Clifford Cunnel was born?,Ipswich,0,0,0,0
3911,"How many children did clarinetist Wally ""Trog"" Fawkes have?",6,0,0,0,0
3912,"At what Hamilton, ON company did athlete Velma Springstead (1906-1927) work as a secretary to the sales manager?",Tuckett Tobacco Company,0,0,0,0
3913,Which team was the first non-European team to enter the Battle of the Nations tournament?,Team Quebec,0,0,0,0
3914,"In which year did Aaron Leo Brody, the American food scientist, marry for the first time?",1953,0,0,0,0
3915,Who is the web and administrative assistant for the UNESCO Science Report: The Race Against Time for Smarter Development (2021)?,Ali Barbash,0,0,0,0
3916,"What was the first and last name of the designer who sketched the dress that Marilyn Monroe wore when she sang ""Happy Birthday"" to President Kennedy?",Bob Mackie,0,0,0,0
3917,"From which album is the song ""The River"" by Nomeansno?","""Why Do They Call Me Mr. Happy?""",1,0,0,0
3918,What year was the attraction Thunder Road added to Dollywood?,1996,0,0,0,0
3919,"In what year was Fazal Ilahi Chaudhry, former Speaker of the National Assembly of Pakistan, elected from Gujrat as the president of the Muslim League?",1945,0,0,0,0
3920,"In which year did Sheikh Abdul Rashid, popularly known as Engineer Rashid (a Kashmiri politician), obtain a Bachelor of Science degree?",1988,0,0,0,0
3921,Who became the first Indian to be appointed as Professor of Mathematics and Natural Philosophy at Elphinstone College in Bombay?,Dadabhai Naoroji,0,0,0,1
3922,"What were the day, month, and year when FC Baltika Kaliningrad was founded?",22-Dec-54,0,1,0,0
3923,Where was singer Ivan Rebroff's father born?,Liebenwerda.,0,0,0,0
3924,What is the name of the shield that the Warrior starting class in Dark Souls II starts with?,Iron Parma,0,0,1,0
3925,"What year was the municipality of Cáceres, Antioquia, Colombia, founded?",1576,0,0,0,0
3926,Who played the character of Boyle in the Brooklyn Nine-Nine series?,Joe Lo Truglio ,1,1,0,1
3927,"According to the Warcraft wiki, approximately how many years before the Dark Portal did Sargeras convince most of the Eredar to join the Burning Legion?",13000,0,0,1,0
3928,What were the month and year when Telegram introduced animated emoji?,19-Aug,0,0,0,0
3929,"In 1927, what tour did Cab Calloway join with his older sister?",Plantation Days.,0,1,0,1
3930,"What day, month, and year was the Shining Force III original soundtrack released?",26-Nov-98,0,0,0,0
3931,"What year was the municipality of San Jerónimo, Antioquia, Colombia, founded?",1616,0,1,0,0
3932,"What was the original name of the village of Berrien Springs, Michigan?",Wolf's Prairie,0,0,0,0
3933,"On what day, month, and year was Ahmad Jamal, a first-class cricketer, born?",3-Sep-88,0,0,0,0
3934,"What is the name and surname of the person who spotted Lucas Valeriu Ntuba Radebe, the former South African professional footballer, to be recruited by Kaizer Chiefs in 1989?", Patrick Ntsoelengoe,0,0,0,0
3935,"Who was the Season 2 fan favorite on the American version of ""The Circle""?",Chloe Veitch,0,0,0,1
3936,In which month and year did Rana Ayyub (an Indian journalist) receive the Sanskriti Award for Excellence in Journalism?, October 2011,0,0,0,0
3937,What words were on Tara Calico's shirt the day she disappeared?,1st National Bank of Belen,0,0,0,0
3938,"How many prints of Samuel Buckle, the early English photographer, did Sir Albert buy in 1854?",9,1,0,0,0
3939,Why did Alex Trebek drop out of military college in Quebec?,He was asked to cut his hair ,0,0,0,0
3940,What was the seat height in millimeters of the Honda CLR?,815,0,0,0,0
3941,"What month, date, and year did Tyra Hamilton first appear in Genoa City?",25-Jun-08,0,0,0,0
3942,"In 1863, George Bentham renamed *Cyanothamnus ramosus* to what binomial name?",Boronia ramosa,0,1,0,0
3943,"On what month, day, and year did Runaway Tram at Morey's Piers open?","August 9, 2019.",0,0,0,0
3944,"Who is the founder of Lumon Industries in ""Severance""?",Kier Eagan,0,1,0,1
3945,Which state of India was awarded the international honor for afforestation efforts at COP-28?,Bihar,0,0,0,0
3946,"In the show Severance, who is the eighth CEO of Lumon Industries?",James Eagan,1,1,0,0
3947,"In the Boyd family crest, the dexter hand erect in pale has how many fingers bowed inward?",2,0,0,1,0
3948,At what event in 2004 did David Hanson present K-Bot?,American Association for the Advancement of Science (AAAS) conference.,0,1,0,0
3949,In what year was the Krieger–Nelson Prize awarded to Penny Haxell?,2006,0,0,0,0
3950,Who opened the first gender clinic in Canada at the Grey Nuns Community Hospital in 1996?, Dr. Lorne Warneke,0,0,0,0
3951,"On what date (month, day, year) was politician George John Sandys promoted to Lieutenant?",28 August 1901.,0,0,0,0
3952,Is the color Pearl Gold a known color of the LEGO part with ID 35775?,yes,0,0,0,0
3953,What was the name of the journal that Gloria Niemeyer Francke was the associate editor of from 1944 to 1964?,American Journal of Hospital Pharmacy,0,0,1,0
3954,"What is the developmental code for Firazorexton, an orally active, brain-permeable orexin type 2 receptor agonist?", TAK-994,0,0,0,0
3955,What was the crater on Mercury named after Kurt Vonnegut referred to in scientific literature prior to its naming?,e5,1,0,0,0
3956,"What is the dry weight, in pounds, of the Honda RC143 (1960)?",205,0,0,0,0
3957,What is the boiling point of the element cerium in Fahrenheit?,"6,229 °F",1,0,1,1
3958,Who won the first football game between Emory and Henry College and Virginia Tech?,Emory & Henry College ,0,0,0,0
3959,What year did the singer-songwriter Stella Jang become an Innisfree cosmetics model?,2021,0,0,0,0
3960,A Tasmanian species of which plant genus was named after philanthropist Elisabeth Murdoch?,Boronia,0,0,1,0
3961,To which academic society was computer scientist Sarita Vikram Adve elected in 2020?,The American Academy of Arts and Sciences.,0,1,0,0
3962,In which month of 1992 was the Foton 8 spacecraft launched?,October,0,0,0,0
3963,Who won the Mathematical Association of America David P. Robbins Prize in 2008?,Neil Sloane,0,0,1,0
3964,What year did Reinhold Rudenberg retire?,1952,0,1,0,0
3965,"What are the day, month, and year of release for the Spyro: Enter the Dragonfly Official Soundtrack?",5-Nov-02,0,0,0,0
3966,In what city and country was the 2003 Badminton Asia Championships held?,"Jakarta, Indonesia",0,1,0,1
3967,Who won the Benjamin Franklin Medal for Computer and Cognitive Science in 2013?,William Labov,0,0,0,0
3968,"How many acres did Oprah Winfrey purchase in 1992 for a compound in Telluride, Colorado?",80-acre,0,0,0,0
3969,"On what day, month, and year was Nikolai Christian Grove Prebensen, who was the mayor of Vadsø Municipality from 1892 to 1894, born?",13 April 1850.,0,0,0,0
3970,"In Season 5 of ""Big Brother"" (American version), what day was Karen Ganci evicted?",70,1,0,1,0
3971,What was Sir Syed Ahmed Khan serving as (position title) when the Indian Rebellion of 1857 broke out?,chief assessment officer,0,0,1,1
3972,"Specify the day, month, and year Baidu announced that it would partner with Qualcomm to offer free cloud storage to Android users with Snapdragon processors.",18-Nov-12,0,1,0,0
3973,What is the name of the tallest mountain?,Mount Everest,1,1,0,1
3974,In which year did Hit Parader stop including song lyrics because licensing the rights was too expensive?,1975,0,0,1,0
3975,Which Norwegian municipality did engineer Sigurd Aalefjær's family move to upon leaving the U.S. shortly after he was born?,Vennesla,0,0,0,0
3976,"On what date, month, and year was the Jonas Mekas Visual Arts Center opened by avant-garde filmmaker Jonas Mekas with its premiere exhibition entitled ""The Avant-Garde: From Futurism to Fluxus""?",10-Nov-07,0,1,0,0
